FileName,IMPRINT DATE,AUTHOR,Unique,Group,TITLE,pub location,PubControl,Circulating,Epist?,Claim type,TOTAL # IMAGE FILES,# VOL,ENDID,format
Coxheath_pr3991_a6_l313_1779_TM.txt,1779,Lady,No,Anon Lady,Coxheath-Camp: a novel. In a series of letters. By a lady. In two volumes. Vol. I.,Dublin :,"Price, Exshaw et al",N,Epistolary,Generic/Descriptive,293,1,379664,Duodecimo
Brothers_pr3291_a6_p43_1730_TM.txt,1730,Anon,No,Anon,"The Brothers, or, Treachery punish'd :",London :,T. Payne,N,Part Epistolary,Generic/Descriptive,179,1,1807217,Octavo
Unfortunate_pr3291_a1_u54_1739_TM.txt,1739,Anon,No,Anon,"The unfortunate dutchess: or, the lucky gamester. A novel, founded on a true story.",London :,T. Read,N,Epistolary,None,87,1,380155,Octavo
Fugitives_pr3291_a1_f26_1766_TM.txt,1766,Anon,No,Anon,"The faithful fugitives: or, adventures of Miss Teresa M---. In a series of letters to a friend.",London,Vernor and Chater,Y,Epistolary,Generic/Descriptive,261,1,198171,Duodecimo
Wife_pr3291_a1_m595_1769b_TM.txt,1769,Anon,No,Anon,The modern wife. A novel. In two volumes. The second edition. Vol. I.,"London,",Lowndes,Y,Epistolary,None,519,2,200026,Duodecimo
Frailty_pr3991_a1_f39_1772_TM.txt,1772,Anon,No,Anon,"Female frailty; or, the history of Miss Wroughton. Vol. I.",London,Nobles,Y,Epistolary,None,500,2,341432,Duodecimo
OldMaid_pr5452_s73_o42_1771_TM.txt,1771,Mrs. Skinn,No,Other,"The old maid; or, history of Miss Ravensworth. In a series of letters. By Mrs. Skinn, late Miss Masterman, of York. In three volumes. Volume the first.",London :,Bell,Y,Epistolary,Proper name,586,3,341585,Octavo
Trinket_pr3291_a2_l34_1774_TM.txt,1774,Lady,No,Anon Lady,The trinket. A novel. By a lady.,London,Lowndes,Y,Epistolary,Generic/Descriptive,282,1,341684,Duodecimo
Peregrinations_pr3291_a1_p37_1763_TM.txt,1763,Anon,Not on ECCO,Anon,"The Peregrinations of Jeremiah Grant, Esq; A west Indian.",London :,G. Burnet,N,Part Epistolary,Generic/Descriptive,353,1,194937,Duodecimo
Manon_pq2021_m3_e5_1786_TM.txt,1786,"Prevost, Abbe",Not on ECCO,Unique/ND,"Manon L'Escaut, or The fatal attachment :",London,Cadell,N,Third-person,None,466,2,1761820,Duodecimo
Constantia_pr3991_a1_c6643_1769_TM.txt,1769,Anon,Not on ECCO,Anon,"Constantia and her daughter Julia, an Italian history; With a discourse on romances",Dublin,Chamberlaine et al,N,Third-person,None,273,1,1798493,Duodecimo
Triumph_pr3291_a1_t74_1768_TM.txt,1768,Anon,Not on ECCO,Anon,"The triumph of love and beauty; or, the history of Mr. Wallace and his family",London :,"Robinson, Roberts",N,Third-person,None,450,2,198941,?
Extravagant_pr3291_a6_e35_1768_TM.txt,1768,The editor of the Wanderer,Not on ECCO,Anon,The happy extravagant,London,Nobles,Y,Part Epistolary,Reference to other works,510,2,199113,Duodecimo
Honor_pr3348_c65_w6_1768_TM.txt,1768,Anon,Title ND,Anon,The woman of honor. In three volumes. ...,Dublin,James Williams,Y,Epistolary,None,331,1,431188,Duodecimo
Interesting_pr3991_a6_l319_1782 _TM.txt,1782,Lady,Title undigitized,Anon Lady,An interesting sketch of genteel life. By a lady. ...,Southampton,"Southampton : printed by Linden & Cunningham. Sold by Skelton & Mills, Southampton, and B. Law,",N,Epistolary,Generic/Descriptive,487,1,341473,Octavo
Charles_pr3991_a1_c42_1779_TM.txt,1779,Anon,Unique,Anon,"Charles; or, the history of a young baronet and a lady of quality. A novel. In two volumes. ...",London,Bew,N,Epistolary,None,482,2,341355,Duodecimo
Alicia_pr3991_a7_l67_1791_TM.txt,1791,Anon,Unique,Anon,Frederick and Alicia,London,Couch and Laking,N,Epistolary,Reference to other works,454,2,6436279,Duodecimo
Palinode_pr3736_t734_p3_1771_TM.txt,1770,Tressyac de Vergy,Unique,Unique/ND,"The palinode: or, the triumphs of virtue over love: a sentimental novel. ... By Mr. Treyssac de Vergy. ...",London,G. Woodfall,N,Epistolary,Proper name,471,2,341598,Duodecimo
Labyrinths_pr5178_p66_l3_1791_TM.txt,1791,Mrs. Thompson,Unique,Unique/ND,"The labyrinths of life. A novel. By the author of Excessive sensibility, and Fatal follies. In four volumes. ...",London,J. robinson,N,Epistolary,Reference to other works,1016,4,430787,Duodecimo
Montague_pr3291_a1_h6315_1770_TM.txt,1770,Anon,Unique,Anon,The history of Miss Harriot Montague. In two volumes. ...,London,J. Roson,N,Third-person,None,442,2,341450,Duodecimo
Clara_pr3291_c52_l47_1771_TM.txt,1771,Anon,Unique,Anon,"Letters from Clara: or, the effusions of the heart. ...",London :,J. Wilkie,N,Epistolary,Character name,318,2,341508,Octavo
Cautious_pr3991_a6_y67_1773_TM.txt,1773,Anon,Unique,Anon,"The cautious lover; or, the history of Lord Woburn. By a young gentleman of Oxford. In two volumes. ...",Dublin,James Willams,N,Epistolary,Generic/Descriptive,261,1,341350,Duodecimo
Shepherdess_pq3889_l5_b413_1794_TM.txt,1794,W. Beckwith,Unique,Unique/ND,The shepherdess of Aranville: a romance. Translated from the French of M. Liomin. ...,London,"London : printed by J. Adlard: and sold by Owen, and Mason; and Parsons, 1794.",N,Third-person,None,189,1,430720,Duodecimo
Royal_pr3991_a1_r63_1773_TM.txt,1773,Anon,Unique,Anon,"The royal adventurers; or, the conflict of love. A novel.",London,G. Allen,N,Third-person,None,235,1,341628,Duodecimo
LauraHermit_pr3671_r4_f75_1700z_TM.txt,1760,"Rowe, Eilzabeth Singer",Unique,Unique/ND,"The history of Laura, and the handsome hermit: in six letters [by Elizabeth Singer Rowe]",[London :,"s.n.,",N,Epistolary,Proper name,32,1,553887,Quarto
Winworth_pr3991_a1_l63_1787_TM.txt,1787,Anon,Unique,Anon,"Lord Winworth; or, the memoirs of an heir; a novel. In three volumes. ...",London,G. Allen,N,Epistolary,None,731,3,1991190,Duodecimo
Caroline_pr3991_a6_Y676_1787b_TM.txt,1787,Young lady,Unique,Anon Lady,"Caroline: or, the history of Miss Sedley. By a young lady. In two volumes. ...",Dublin :,W. Sleater,N,Epistolary,Generic/Descriptive,287,1,429935,Duodecimo
Fortitude_pr3991_a1_t75_1789_TM.txt,1789,Anon,Unique,Anon,The triumphs of fortitude: a novel. In a series of letters. In two volumes. ...,London,William Richardson,N,Epistolary,None,495,1,107624,Duodecimo
Abstract_pr3991_a1_a27_1797_TM.txt,1797,Anon,Unique,Anon,Abstract. A character from life. In two volumes. ...,London,Lane/Minerva,Y,Epistolary,None,508,2,59364,Octavo
HarNelson_ec75_a100_781d3_TM.txt,1781,Anon,Unique,Anon,"Distrest virtue; or, the history of Miss Harriet Nelson. In which is included the unhappy story of Miss Caroline Lenox. In a series of letters. In three volumes. ...",London,Nobles,Y,Epistolary,None,766,3,341401,Duodecimo
Journey_pr3291_a1_j68_1774_TM.txt,1774,Anon,Unique,Anon,"The journey to London: or, the history of the Selby-family. ...",London,Nobles,Y,Third-person,None,469,1,341481,Duodecimo
Monimia_pr3991_a1_m65_1791_TM.txt,1791,Anon,Unique,Anon,Monimia. A novel. In two volumes. ...,London,Lane/Minerva,Y,Epistolary,None,482,2,429890,Duodecimo
Stellins_pr3991_a1_s74_1793_TM.txt,1793,G.G. (editor),Unique,Anon,"Stellins; or, the new Werter. In two volumes. ...",London :,Lane/Minerva,Y,Epistolary,None,378,2,429975,?
Merchant_pr4149_b9_e6_1795_TM.txt,1795,"Bolas, Thomas",Unique,Unique/ND,"The English merchant: or the fatal effects of speculation in the funds: a novel, by Thomas Bolas. In two volumes ...",London :,Lane/Minerva,Y,Epistolary,Proper name,586,2,430658,Duodecimo
Felicia_pr3356_c54_f44_1773_TM.txt,1773,"Collyer, Mary",Unique ed,Unique/ND,"Letters from Felicia to Charlotte; containing a series of the most interesting events, interspersed with moral reflections; chiefly tending to prove that the seeds of virtue are implanted in the mind of every reasonable being.",London :,J. Rivington et al,N,Epistolary,Generic/Descriptive,654,2,341519,Duodecimo
Laura_pr3991_a6_y68_1784_TM.txt,1784,Young lady,Unique ed,Anon Lady,"Laura and Augustus, an authentic story; in a series of letters, by a young lady. In three volumes. ...",Dublin :,Moncrieffe et al,N,Epistolary,Generic/Descriptive,233,1,341490,Duodecimo
Musgrove_pr3291_a1_h576_1770_TM.txt,1770,Anon,Unique ed,Anon,The history of Eliza Musgrove. In two volumes. ...,Dublin :,Chamberlaine et al,N,Epistolary,None,277,1,341406,Duodecimo
Excess_pr3506_h94_a682_1721_TM.txt,1721,"Haywood, Eliza",Unique ed,Unique/ND,"Love in excess; or, the fatal enquiry, a novel. Part the first. By Mrs. Haywood.",London,J. Roberts,N,Part Epistolary,Proper name,346,1,430829,Octavo
NewClar_pq1995_l75_n613_1769_TM.txt,1769,"Leprince de Beaumont, Madame (Jeanne-Marie), 1711-1780.",Unique ed,Unique/ND,The new Clarissa: a true history. By Madame de Beaumont. ...,Dublin :,J Exshaw,N,Epistolary,Proper name,626,2,431007,Duodecimo
Frolics_pr5233_r27_c3_1777_TM.txt,1785,"Rowley, Thomas",Unique ed,Unique/ND,"The frolics of fancy, a familiar epistle, characteristic of Tristram Shandy, to Charles Reynolds, Esq; by Rowley Thomas.",Shrewsbury :,for author,N,Epistolary,None,97,1,431356,Quarto
Mistakes_pr3736_t734_m5_1770_TM.txt,1770,Tressyac de Vergy,Unique ed,Unique/ND,"The mistakes of the heart: or, memoirs of Lady Carolina Pelham and Lady Victoria Nevil. In a series of letters. Published by M. Treyssac de Vergy, ... In three volumes. ...",Dublin,"Potts, Walker",N,Epistolary,Proper name,287,1,341563,Duodecimo
Distress_pr3505_g42_d44_1775_TM.txt,1775,"Griffith, Elizabeth",Unique ed,Unique/ND,The delicate distress: a novel. In letters. In two volumes. By Frances. ...,Dublin,T. Walker,N,Epistolary,None,350,1,341388,Duodecimo
Wreath_pr3991_a1_W74_1790_TM.txt,1790,Anon,Unique ed,Anon,"The wreath of friendship; or, a return from India. A novel, in a series of letters. In three volumes. ...",London,Lane/Minerva,Y,Epistolary,None,837,3,105751,Duodecimo
Lucinda_pr3291_a7_l8_1773_TM.txt,1773,Anon,Unique ed,Anon,"The history of Miss Lucinda Courtney; in a series of original letters; written by herself, to her friend Miss Constantia Bellmour. A new edition. In three volumes. ...",London :,Nobles,Y,Epistolary,Character name,753,3,341458,Duodecimo
HermitRock_pr3991_a1_h47_1779_TM.txt,1779,Anon,Unique ed,Anon,"The hermit of the rock: or the history of the Marchioness de Lausanne, and the Comte de Luzy. Translated from a French manuscript. In three volumes. ...",Dublin :,Price et al,Y,Epistolary,Generic/Descriptive,265,1,379665,Duodecimo
